global_order,benchmark,example_id,prompt_sha256,prompt_tokens
78,HotpotQA,5a7354d55542994cef4bc55a,56f73365451670a317bc2ffd4e314f4aebc9d290b534f30b90e0bdcd18b28a61,1680
79,HotpotQA,5a7c646e55429907fabeef7c,9c2db3ca4c166d219be9cec62b3e47fd159e9f09393ecb9f63dc3e0659ec6b32,1667
80,HotpotQA,5ab7452b5542992aa3b8c806,912bfa59111698410a2c577383a33d5a4b49545689e66f8983f3850968891dc0,1959
81,HotpotQA,5a75e67f55429976ec32bc8b,2b10bb48bef2240e53bcef5b0aa47f86e9a79116409a86c5c5a9efca0fa9c2aa,1585
82,HotpotQA,5ab69f13554299710c8d1ef3,a7fb7e9951d4772a0591d7bbac80d672a6931ee2266f55e5136716b555668f97,181
83,HotpotQA,5a8e0d04554299068b959e3a,1dda3c28a780df5bd1cefa8651613d9ae4e5f77242d248fd953b6e00c94addaf,1017
84,HotpotQA,5ae4be5455429960a22e019c,8b70a95f5c344281cbf502564c3b108110a651e884d714fdd37727cb06656508,1019
85,HotpotQA,5a75f0bf5542994ccc91866b,70918120775b37a11a098120ac9d3c90052e532e06a8798357a6c23ca4c113d9,1400
86,HotpotQA,5ab442645542991751b4d70c,cfcf22c00f44bae651247af6cdc1fc9634081a8358aea136fda7ecf4355b1bd3,1866
87,HotpotQA,5a8a12ae5542992d82986e92,c16b4e341a4ad3353cc65784bacca7ec2906c1c3bf3367962f0d0ffa1969cf97,1672
88,HotpotQA,5a8bd2f95542997f31a41dd2,7c1f58d3bb9cf40e4df3202108cfd7c0098449e55ac89c20c2775d621f5851bf,1578
89,HotpotQA,5ae55ed15542992663a4f1ea,d59094085fb0783b84f81d5459228a762c067a9eaa76d90d72507df60ef49552,1343
90,HotpotQA,5ae53de455429908b6326599,c0f14e890122e02d4d87a7727b49bbcc7b5916438a95447e967a4c12667863ae,2063
91,HotpotQA,5a84b7db5542991dd0999db0,ab83bbe8618ab64bba3043fd6b3afc137e286bb79759c1cf1bfe9037d2335f08,1881
92,HotpotQA,5ae0a74e554299603e41842f,07162182554fdd92d2524bfb5f3b0a7c749fcb7e692653aa487831648d425087,1505
93,HotpotQA,5a8bae135542996e8ac889b6,9d8bf464fa5efece3a79102707937890c7029f7031d3b323d59287b87d589c10,1513
94,HotpotQA,5a7a7e9f5542994f819ef1f4,5dc58c0948a48f0227c5ff50cd29d9a4e1fb2e6abb49d69cacb06f6bbf603cc6,2078
95,HotpotQA,5a865d11554299211dda2b0d,397fe25196ec3f571e0804f0bc1dad8466a803080e29be52d5d4bdb68d84c4dc,1296
96,HotpotQA,5a84c0885542994c784dda28,d48c388f877d31d8a5bcb5e23366e056e95f8aef6dceb000d1f9dc50c7970425,1790
97,HotpotQA,5a8789115542994846c1cd9a,c181a492bdf3cdc5f654685acf86450f9e5073988acabc0a3460df5f535919e7,1836
98,HotpotQA,5a75e814554299109176e5c7,fb810810f1ae6d1a95f6f417a703aabd1601433dfdffeb9e02fe79bfd35cc4cc,1318
99,HotpotQA,5ac12275554299012d1db6a3,527b614aa23917aa7054aef0cbfda31ad164074174afec7b26dd86275f42d6b6,1372
100,2WikiMultihopQA,220661c4085811ebbd5aac1f6bf848b6,42da07c340f2d52171877e330114f588de6eb2741a17d9cc2efc0866e66c7679,1215
101,2WikiMultihopQA,ef25b93d089b11ebbd78ac1f6bf848b6,b6c881707ea788e18866cde818587d4ed96e56de6f9024540381bbd9019572de,1002
102,2WikiMultihopQA,2eb4b1040bb011ebab90acde48001122,d614688c4750114dab483c2219a33b03e2979fbfb17611c60549800bb3c80004,1350
103,2WikiMultihopQA,b5822317095211ebbdaeac1f6bf848b6,a131ee03cb5f9d8dd0346243fe945e9fb6f4cf91ab95021542e596d72898c399,1227
104,2WikiMultihopQA,f6add71c0bdd11eba7f7acde48001122,ebedac2fe0ae0e6d4f8bfd3b9844475ab6d5f9b707777c9e505b84aa4bdeb163,1255
105,2WikiMultihopQA,812e7fdc0bb011ebab90acde48001122,cd86b9bc1178ec4bf67820434c4c8f81675eed86bebf4e7da30eb0220203815b,1439
106,2WikiMultihopQA,972eef2a0bdc11eba7f7acde48001122,213f34a57ca5e03d20d5e3219063bfbaca770bfbeb5b7b9fe053d0da31d76dc7,915
107,2WikiMultihopQA,8de50a7a092311ebbdaeac1f6bf848b6,699a60deb5f899e547322cddc4b91daf4ea4745068f0e9b363f366d85b4ab7eb,425
108,2WikiMultihopQA,f9fede580bdc11eba7f7acde48001122,42168d6f0bc7ab4b9edc328544f12c8a75a9ac1d147fa092baeeb175c2ac0b4f,1407
109,2WikiMultihopQA,926c37e8085a11ebbd5cac1f6bf848b6,a7d96ad1ef5948434a83f8b9343fe00ffd566e9dd993b34756eb0082b684d217,1209
110,2WikiMultihopQA,6914c1780bdc11eba7f7acde48001122,bd1e827a3b59fd1467eaa0da6a43f36a8d79950a780a792801b9926e7704d716,1656
111,2WikiMultihopQA,afbdc89e0bdd11eba7f7acde48001122,cfebbea8448a92239ced10fd61299d03b2ec1c1dc2ac57febf45122a24a79034,1000
112,2WikiMultihopQA,e639c91e088a11ebbd6fac1f6bf848b6,8a435e19af9062f8ee091ae9458af9690b303839da0084afedb823468c064122,949
113,2WikiMultihopQA,06d42da208bf11ebbd8aac1f6bf848b6,a0fa0a6faff63f92e46824acac58b89f04025e699169431a444c299151b55d35,1504
114,2WikiMultihopQA,743a5d0c08e811ebbda6ac1f6bf848b6,1598a05c41274b14094313a9885b6f8cbd2a2566c5f3b7c75400402b992bdaf7,778
115,2WikiMultihopQA,c6a69b620bdd11eba7f7acde48001122,14fe4e9eb46990b2d4cebd7efe7779ef8f1df6b2be22305900d1a268f4bd421a,2294
116,2WikiMultihopQA,02f574780baf11ebab90acde48001122,df1f01c8f348a766ad57618355a7010a6a53dad7b82ff3a868869f32e3221dff,1764
117,2WikiMultihopQA,119454120bb011ebab90acde48001122,dadd245e110ff10c3ae4f57265ecc13e3915504e93a1bda9ede2a5ae63ac3ba4,1441
118,2WikiMultihopQA,6d7c51640bdb11eba7f7acde48001122,42f73c711f1a066b66694266759f9164abb7d20c2e924f1686316a4330173b65,795
119,2WikiMultihopQA,466512b5088e11ebbd70ac1f6bf848b6,0685014ce00fa6ea40acf7308e65a10198ad1ad38e0b46eed3ac14b0d8c4a222,1113
120,2WikiMultihopQA,e9495f7508bd11ebbd8aac1f6bf848b6,4e72ac55bc4f4f68e79a2dc854f0ffc15da93cfe43ea1f23be599f2f9840962c,612
121,2WikiMultihopQA,18be7d3d08b111ebbd85ac1f6bf848b6,a87816f7218ca288e23e56a9e6d75ae08842770cf31d3dfde3d25a96d92fd724,1565
122,2WikiMultihopQA,bc61bfd608d311ebbd96ac1f6bf848b6,5e02a4679af3417f269dbda4544c0844368429590bf734c2fc7ee45109e2124f,1322
123,2WikiMultihopQA,a0199afe0bdc11eba7f7acde48001122,129d34c1a5dd853f169c0cc7089dd73cd1ac8a45d52be497e28599852b9d4b5f,887
124,2WikiMultihopQA,09646113087011ebbd62ac1f6bf848b6,bc64a358f6ec72ee3db55565d3b52eca12379003965ba9a1bd4733e434c479a8,1003
125,2WikiMultihopQA,3319baa408d711ebbd99ac1f6bf848b6,984130b5fc865c0efb45efa29f5e4b72ae954c565c623d92a9916c6b10173559,881
126,2WikiMultihopQA,4bf3295e09b311ebbdb0ac1f6bf848b6,cc0a439d8ed6d5c137a761a9425e638a350625f6085e3fc02043f76873a418a1,1579
127,2WikiMultihopQA,0856e5d4085b11ebbd5cac1f6bf848b6,31e63ff9f6e047ff7e30c1fe79312501666fc847911f22a94441bdb1ed4f9a43,459
128,2WikiMultihopQA,2252d6700bdd11eba7f7acde48001122,a69dddff17f7461c9803a5e4378863abd1210accb01524c21f44b3c57d77a324,778
129,2WikiMultihopQA,2970a097087111ebbd63ac1f6bf848b6,1b14661307a7e4cfab8ec51c3181f624a35e43a3748101d8bca2c82beeecb994,1272
130,2WikiMultihopQA,570bf6f40bdc11eba7f7acde48001122,5832cb7c388beec323d3e94f83b41cfcc73b67ec9d3c2d274991e0881fda0b6d,672
131,2WikiMultihopQA,0ad93d5a086411ebbd5eac1f6bf848b6,e6129d05f38fde799c5f61acf53969a2caecd5bc11814b14c6c07e0fbee6c002,651
132,2WikiMultihopQA,17561ea9086311ebbd5eac1f6bf848b6,fa4803c187d2ea241363ab66a18012d6c1fb68fe4b5636509f79bb8fe57f3134,786
133,2WikiMultihopQA,2425931a0bde11eba7f7acde48001122,afd0a9fbdd6d865ef25da41987aa9cf4a2c5773f77feb26957eb4b7111158e4e,1561
134,2WikiMultihopQA,6dbe8b4108b811ebbd88ac1f6bf848b6,a21e7bf3d665e358d84ad77232d216b5ecb80c19f01889c062b14901b97561d4,1378
135,2WikiMultihopQA,87e4e1e0088b11ebbd6fac1f6bf848b6,83736063ae58552f902dc6f07b025ef9c8806fc94fa7b4bed8407b5d66403144,897
136,2WikiMultihopQA,cf9bee240bd911eba7f7acde48001122,b4b0c1941a07d3f27ba4da1bc8eef4539e8ed2eed22b6e34d06c5a51168c37c6,1563
137,2WikiMultihopQA,b68527e40bdd11eba7f7acde48001122,16b8ff8488dd244edc6efc0d3e17aa313e67ed498b1b9e0215b643244baf6008,1736
138,2WikiMultihopQA,f06252fc0bdd11eba7f7acde48001122,affad2ba970defcda33ff327187eb73ac53bb29ddac91c1f99a7e770f1877486,1475
139,2WikiMultihopQA,1460b7ac0bde11eba7f7acde48001122,2ffcf96acf5c6dc139d82ccd74260e011851b3e1f68bea9a3025e25fa77e6fc3,944
140,2WikiMultihopQA,880bd3dc0baf11ebab90acde48001122,f4991b4a5bcd4f5f5a4e3b84bc29e5272fc0a9de9632197dec37594cafb6361e,1581
141,2WikiMultihopQA,7888c2760baf11ebab90acde48001122,b8996e0b3b25bac20fad696121b3fcb946df576e840c10ef72bac8ce5bfe08e0,1255
142,2WikiMultihopQA,c4946a840bdd11eba7f7acde48001122,0634aacadbfed7b200a6a53405968d9f640298ad5e0fc3f7413abd94cf91b648,1618
143,2WikiMultihopQA,ffeee7fa0bae11ebab90acde48001122,669ad332d9e3eb09d4b1813f7f78f67864454e5dada0de206279386392d9a80f,1508
144,2WikiMultihopQA,16c88bba0bdd11eba7f7acde48001122,04df195e0119652cd216247008e8a0c6932f7a0013b4f90c00a95221e88ad0b7,3421
145,2WikiMultihopQA,da8b3d7708fc11ebbdadac1f6bf848b6,1e9101cad91bc83428e6c94fa3f731b0b31f1dbeb277ac3c4be93988f1d26557,676
146,2WikiMultihopQA,2ecc6bf40bde11eba7f7acde48001122,840f9b8b4b87aa7a730ec51a0383711a00859ee47ad094aafe0b8e6aaf29ea84,1522
147,2WikiMultihopQA,1cf463df08bc11ebbd88ac1f6bf848b6,647888047d7252a016a6f41ca31c765b83367952e500af70da110f19c5419159,950
148,2WikiMultihopQA,6ec345340bde11eba7f7acde48001122,d46f7792cd43c4be6722b96d2d338aed0c284cfdaf2140284edd5cdc948efc5d,1772
149,2WikiMultihopQA,01e2153c0bdc11eba7f7acde48001122,ba73255e50d8914021baaf75183b6e8b573acf61c9851be08ab24cb0a2331ea5,2125
150,2WikiMultihopQA,ad43c9300bdb11eba7f7acde48001122,fa1f54d0433b87cedb0ab66a9edda54aed2a8c2f8221abbeac54a3dbc48fd2b0,1600
151,2WikiMultihopQA,860a5f980bd911eba7f7acde48001122,0dcbde223038650f8fdf4d39d07a65fe5f58722176622b4b5834a5df4b17aa00,1881
152,2WikiMultihopQA,5b1e1f240bdc11eba7f7acde48001122,b2618b6314b048dc5219c78d77b37007242efb45f40c79b8ac997170358840c9,1027
153,2WikiMultihopQA,fd9bef60095711ebbdaeac1f6bf848b6,4803dceb2a14edcf101f31083f1eb3b4c5634e5007abecf417b9a756a6d6b5de,1049
154,2WikiMultihopQA,2ba9b53c0bdc11eba7f7acde48001122,4bf7cd8bdbfe63f8ead441df56f63b2e9513c7e1ddae3c48b1516f7f727f3f23,987
155,2WikiMultihopQA,578144840bde11eba7f7acde48001122,c67467955cd465fa1bf8bb1c8e81e62a140e00a3287fd6ec794ac1c1b765afff,872
156,2WikiMultihopQA,543fea1e086b11ebbd5fac1f6bf848b6,649d70ddb02cec79336ac3455312343a52dedd2ea4b3c0350e4e37849c6cbb52,504
157,2WikiMultihopQA,593e5cfa08be11ebbd8aac1f6bf848b6,8fcbb2067d9edacd596ff16c6c16b84e46b5b3539f1b5da5f7f46efd5d49b57c,814
158,2WikiMultihopQA,b2ed53540bdd11eba7f7acde48001122,e4e0c5f40a35486a7417298912fc00d57b6f7b754e030256ed8494d3eec1d7f4,1528
159,2WikiMultihopQA,f5bd6a3a093e11ebbdaeac1f6bf848b6,6edadab35dc01c556b005a225d317db035f9e579248fb23267d4cb09eb150abf,615
160,2WikiMultihopQA,e87a31720bdd11eba7f7acde48001122,0889d781a730016731a1abae3cdbf3c97391e9c4d5b2f3ec6b20ab03c21eee47,1497
161,2WikiMultihopQA,72b57a7a0bdb11eba7f7acde48001122,4586b61bd49fbe67d510f88f30931e5eda1634be53c1ab7a424385200081f2d2,1189
162,2WikiMultihopQA,83c952c80bdb11eba7f7acde48001122,a3a7552275fe1e43baa1f33aa6633cd2094c2f699bbc208adf4dce94429574e8,877
163,2WikiMultihopQA,22c4bd6208e511ebbda4ac1f6bf848b6,d792c6da70dff2bd2cb6e96a639df12135f2c1cc5391eb17c1f8c11091f4f933,587
164,2WikiMultihopQA,653ca2e20bdb11eba7f7acde48001122,2b33db032884f7b568b5077b7a6171390892a79622d9ee1f2beb9ed6d8cbbc3a,656
165,2WikiMultihopQA,c5b6894808bc11ebbd89ac1f6bf848b6,6a72fe7552e34b2fea2736a77455ff928c9f3d718db75b72ac56d693cd752685,781
166,2WikiMultihopQA,3e027859098f11ebbdb0ac1f6bf848b6,43db59ca77228091a754022cde7e4c0ef2c5c2f82ca36f6b2627dcfa3b446b93,850
167,2WikiMultihopQA,b6f9dfce086f11ebbd62ac1f6bf848b6,492be1adb4414c51a228d2f7b7e98706b2e96b0df75baab35c9d481952f6cf5a,737
168,2WikiMultihopQA,334ca1440bde11eba7f7acde48001122,12f15c79733e7828bfb148c138a91dd28f9cbbcee00536f092fb4739d9eaee91,1529
169,2WikiMultihopQA,9da14ff1086311ebbd5eac1f6bf848b6,5f8c3265a74fed97cb01f56fc8fe0ed40b0b8a50629d3480f59efdfe9dc8615a,1073
170,2WikiMultihopQA,dd97cc92088111ebbd6dac1f6bf848b6,f17fede7b0d3b8c22f5ab657741d1b359f82468b9ae94e45f88fb0121cb1441b,499
171,2WikiMultihopQA,c49f7f3c0bdd11eba7f7acde48001122,e2b1127fb7ccede4d4040dd13131c54e6a6b0fc499ec2fe830602bf67efe3d64,1705
172,2WikiMultihopQA,5977fe10088f11ebbd72ac1f6bf848b6,d5fb60e61ef99dc4f090c7adcf1495534335cb9aee0ac0ec592dd2521f952dab,687
173,2WikiMultihopQA,f4ef90280bdd11eba7f7acde48001122,0bfb3b6966aec4ea14bc3aa9b66d04a1c265d5035e6515f74ac5f0feda5fd955,1234
174,2WikiMultihopQA,63033a79087911ebbd67ac1f6bf848b6,b3cc29fea7f647b9cae5c3b5bbc144980054bb5101daace523e877c18b5c80d1,866
175,2WikiMultihopQA,368e1a7c0bde11eba7f7acde48001122,62a4f53b74d51a5dbe5d404e346982c6afb045a749847c9324bd94e3eb4b09d7,1682
176,2WikiMultihopQA,695689d20baf11ebab90acde48001122,084de0afea3426affcc45ac7d3b293acdaa88f227c9ba7307f99a879a223ad2a,2435
177,2WikiMultihopQA,654d62ba0bb011ebab90acde48001122,8498d849b657fda8b3659172dd0623de864ccd5afe529fa722ae15e57a1e26cb,1506
178,2WikiMultihopQA,0c0830a00baf11ebab90acde48001122,570c97c9f1f291f103702c8f1a19149bb813a1f71301d0b3b83a5829052784a9,1126
179,2WikiMultihopQA,cfa85b2c085611ebbd59ac1f6bf848b6,f5b3f7ec99aec0e402f58b9a3e37814b4728ba94e9fea77518234648a48b4473,1457
180,2WikiMultihopQA,c04d7e5008d311ebbd96ac1f6bf848b6,f1fdde631ca38e73f392495c2c5478e410b788f39a4a2758925e604565205090,1096
181,2WikiMultihopQA,080aff1c0bde11eba7f7acde48001122,136c684aa065293807acec58532a9c879268cca346d10dc728d05e7a6fcb1f0a,1980
182,2WikiMultihopQA,100c512a0bde11eba7f7acde48001122,b6d0d21069c25602b03b636ffa5e0439da88b1e357fd195e0971ba450394b6d4,917
183,2WikiMultihopQA,f6f9fbdc0bd911eba7f7acde48001122,b0510a8066cb0648f87f2b663bff7f2a88f1cc554089a3d63b0cbf4a00a95a47,646
184,2WikiMultihopQA,0c4804540bb011ebab90acde48001122,3355ba78d007f601a0a64566e02aa8a92c97350e6046b22a927fab735c471500,1171
185,2WikiMultihopQA,f83e513808c711ebbd91ac1f6bf848b6,e2fdf54420394fadf34b79674a4fd92f3642c70c7b47f77eb61578e031a7b4bf,645
