benchmark,canonical_order,example_id,prompt_sha256,prompt_tokens
HotpotQA,29,5a81e04455429903bc27b9f9,efae5d4717a192944b11bea466b2d59c57debc6ca44aee9a410cd5d3d3ce13ab,1930
HotpotQA,30,5a806cdf5542996402f6a508,7d7a50ac4b9c91464d167455ecc297839abff0299568dad1fa8952dabbc33a67,1591
HotpotQA,31,5a8b128455429971feec463b,25ef18b1431b2d6bb8fa24ddacb0d8ac004fda858153c924740bd053ccea8314,1462
HotpotQA,32,5a77dbaf5542997042120b5b,fb39c00d9df66195047f76013665cccfa661c47261ad297255863e59b3305ae8,1184
HotpotQA,33,5a810d7655429903bc27b915,6e40841bcacd57e06d28ad6405126f5c23c41ee6703d1c7cd9e5d05f6c90ce12,1118
HotpotQA,34,5ae2bb545542992decbdcd88,877f7021e28827eda361af0684d0642e691ff5818adb84594d052d75cf6c059d,1034
HotpotQA,35,5a7e2e3a55429934daa2fbe6,39ed5e55e88cd7e101451ad380679a64e954b56aff4876753ecd3032f9549d38,1175
HotpotQA,36,5ac19ba355429963665198b7,021d6a6f9172fe755427b5f58d89028e2de78bddd3c4a653853466095d0c4120,1219
HotpotQA,37,5abd68d655429933744ab7c0,d5d08d1e1b012379d22b6b248387cdcbd687272bff1b267f6ab90660d77467c8,1267
HotpotQA,38,5ae0616255429924de1b70ca,cb6dcb150f6ba92469c495e9f8df10a4faacdb0b759f7a0b31a547896f8b8d65,1086
HotpotQA,39,5a716a9b5542994082a3e821,3da16c980b8459fa6b77051af340c2600081b975fb730008294e62ebf7f169eb,1259
HotpotQA,40,5adf0e7c5542992d7e9f9297,4662565d11351e743e32d7cd732aa926d14beb56223e88e9f75680365507a323,1811
HotpotQA,41,5a8f45385542997ba9cb320a,b5af41500858abd07a81b608010175aeaca1e9308e0c0b420455cd4bb6c9a179,1398
HotpotQA,42,5a7182b65542994082a3e85b,e19f94248d674fe2710610779cca372e26b2c7d1ff937d1fb4418bdadbdb5a0e,1773
HotpotQA,43,5a72b8de5542994cef4bc3df,e8010327e92100dc3e0dba52205574fb4f0a7ed3a0fb1f45f917ba95dffe2e2a,1473
HotpotQA,44,5a875fee5542996e4f3087ab,59757a912bb15ab2933be59a61f1c85d65d8255b629d9aef6ff3845a5dc23168,1268
HotpotQA,45,5ae3de615542992f92d823a5,3a8a9af2ae5ba440becea0cb309e6103610d21eb02ab41f558532244268f49cc,1537
HotpotQA,46,5a74f8235542993748c89766,f03ea757b0ec2470b0c66f29704babb4d779d3dabb371337217e1341ccc6ade3,1492
HotpotQA,47,5ab92e3c554299753720f777,0ca858896e23eb5cf01fd2124f6e4f6db7abedaca5be8af5fc45421f66e4091d,1739
HotpotQA,48,5ac2509755429951e9e68543,011dcd90020c2fd1a246132a65fb9429d0b8c3d5ca9224410d7f288290392ac5,872
HotpotQA,49,5a89a82c5542993b751ca973,dd3d0403a276a92973915080f258a768c27e96d79d499de483d4657beee11476,1147
HotpotQA,50,5a72a0be5542992359bc3143,921f2ce62c58ffe2168560c1a15180b7f3fa040dac813e4bba9e5faeadd2743e,1459
HotpotQA,51,5aba510f5542994dbf0198d6,3d296adcacb537ae6d58037a7df7b3bdac431089122053686e57999a1388c9f0,1499
HotpotQA,52,5abffafe5542997d64295988,30c5e5bae1cb1b3a7533687ab360aab56955f19a32d254a8e30c55e018332a08,1504
HotpotQA,53,5a75377c55429929fddd8514,00d8aa20b3b256d1041c08adb87963e9fef5a357171b1275df4317c2b79e9832,878
HotpotQA,54,5a79caec5542994bb94570ad,0a5e46fa8a405d004fb9a0aba102448d1e22a3a5a8b60a70f4f5d3f817e429a8,1249
HotpotQA,55,5ab3fc215542992339550027,c7924a84b7e99143287ed7d5ec984efb4eb2544f58494cb89f30c8a7e6ed719a,1430
HotpotQA,56,5ae684fe5542991bbc97610e,e9e07a101291a7b1ce089b370744c47df4e8d3dbadeea136251e3fe62e6ab02c,1480
HotpotQA,57,5a7e30b255429934daa2fbeb,e07940dfa957fbcb1ca1c051cb0436bb9473d570802b266fec3bdd9d415561a5,1246
HotpotQA,58,5ae5d19155429929b08079bc,35a9e6a36ffb59a7b3968a69e445c99444acf0f190035469f2a2dd76dc333bb5,1365
HotpotQA,59,5a82accd55429966c78a6a78,2d13f55bed6673cc0ce51e9bb62e1e497833633e83be8c267a76ffd35a4a87d4,1303
HotpotQA,60,5ac3b4cc554299741d48a2eb,5a3aea791896f0ccb4ac1471b0bf951316a63b0e69ce709bf77ab7f8d1c6d95e,1610
HotpotQA,61,5ac298805542990b17b15429,25a62cd7f9d48cd5c5b324b025c2163fb26a8cd002cdecc3fc42642e51d10c69,1061
HotpotQA,62,5a8b99a45542997f31a41d7f,87ba0bcacfed9f21911ced5f67161f2c63f8e5439aa3d415a2f523386b3ba7a5,1683
HotpotQA,63,5a7568805542992db9473658,11dca3c00916ce7356a6b3029617f3615679f9c9f9da6a38c39e943fae89ba3c,1211
HotpotQA,64,5a80c79155429938b61421da,7dc137f0f6cd46d616d229944b7b1485900b00086cb212aca9bcc9d149fce5bb,1785
HotpotQA,65,5a824e0b554299676cceb254,875151bb1ce45d0eeae17ceba026f807226cfcc4377026081b5d25a7d295b1bf,1890
HotpotQA,66,5ac3b39e554299204fd21e09,ab176f9c0a968743a6aea08da43f1146f64cfec5702c7bdf2c36e58f5d4d6368,1089
HotpotQA,67,5ae52bc75542992663a4f12d,d99c360b332789b3aa079ae7a882f5ed4c1d573b90df94d14869a7c56aa8ce76,935
HotpotQA,68,5a7bb7f2554299042af8f7b6,309d6120d9e9781d0f37549d87ce0cb861e58891df3bab0b1e506ba3c651b7f4,1158
HotpotQA,69,5a7133565542994082a3e65c,e83b62a4cdb5de193f0ef4761e5c1c703df3eb93986f2c1752ff323a780b1fef,1416
HotpotQA,70,5a872c3f5542994775f607a8,5df97f393f944c326569b808383805906c4a24e71a00f36fce233900a3346193,1250
HotpotQA,71,5ae54b4f5542990ba0bbb261,7b734b6b9ac362cd23f36517c2cf13516ee9ee72f98c411b5cc7659066e488d2,829
HotpotQA,72,5ac29aa655429967731025b2,391647051fcb5871619a23e4bbe76cc17b20bf3e96dffca3e1fbc8b63f4180d4,1737
HotpotQA,73,5ade908b55429975fa854f13,52dd4b57b66226f2c35bf8176bbc13482ccb44e828936ba0b65920a8225e9f80,1955
HotpotQA,74,5a778a165542995d831811a9,bd16af5b3f8fb601fd9e2a850837fde497dea6ce97809561681810bf8f1858cd,1360
HotpotQA,75,5ab42a2b5542996a3a969f5a,492d2ee98519126b0556d51a51e71c7ce40ca5f86b3bd4d639ed2949fc030a91,1380
HotpotQA,76,5a7943ea5542994bb9456fd3,3a1e7ad4c16a260715a1cbe60c84ee43b763e19d8fb7065544bc7092c65ead7c,1799
HotpotQA,77,5ae0d4c9554299603e418468,83ae5300cdc8344f55633b048fab4d86d7f7ca628fdc99ff44718dd5b3304632,1633
HotpotQA,78,5a7354d55542994cef4bc55a,06649392dc2eda829d0a80dc6fb32647b582c5607056862f31e656a18a377a72,1553
HotpotQA,79,5a7c646e55429907fabeef7c,cc263fddc80c53aa3c6603d227cf2ad0707525fb3763ef9a429a31d53f29b06a,1471
HotpotQA,80,5ab7452b5542992aa3b8c806,df3bcf8abbb45965a80ed37fe32ad084df6acbe0e41e5617400fe8906861e352,1658
HotpotQA,81,5a75e67f55429976ec32bc8b,bdeb531945c4d0a6b9fb77dcf34c783796b04c6b78cb69654e908636f14cb944,1376
HotpotQA,82,5ab69f13554299710c8d1ef3,2ed7d5d9f2f79a56124eb4d832bbd98c2cec57b1d9638a468fdcb9146677ff9d,123
HotpotQA,83,5a8e0d04554299068b959e3a,75d0120f0b052c177969ef30d9892a48e347ca7f70476f07ff73b1695cf79b7d,889
HotpotQA,84,5ae4be5455429960a22e019c,9548044894288181a10ecd58245d77f094684fa9a063ea3b7ae5f7ae77d4625b,879
HotpotQA,85,5a75f0bf5542994ccc91866b,a5858a4132c26cb4a981f854a9f4ff886d8c459dfb1c3d604ceae50020792538,1274
HotpotQA,86,5ab442645542991751b4d70c,642446f8bbdde682877a48b372620030d31b56f4f0c37ec6b65126a9e2773350,1636
HotpotQA,87,5a8a12ae5542992d82986e92,0316e3c3f695153a4825de4caca7e73ab1bf14fda8cef52548c01efb35541fc1,1538
HotpotQA,88,5a8bd2f95542997f31a41dd2,eb7844246b3679a19465558b62cc23d003b82025756989a82c9256a1d8f5dfd6,1403
HotpotQA,89,5ae55ed15542992663a4f1ea,927b3d72fa03a0190b0fc6012e1483c4006f13aacfb2f715591b28d10762c6a6,1157
HotpotQA,90,5ae53de455429908b6326599,f5e347c93c06b0dcbbe7dc274c4a48e81b62d685244722019650f6de19351549,1841
HotpotQA,91,5a84b7db5542991dd0999db0,9123bd97c9944e5caf847872c097ce74ad285c487dba89445faeace72b7a10a0,1655
HotpotQA,92,5ae0a74e554299603e41842f,99e7f5effb7a4a802668f23805c8f40f1f51c5fd9f81e76dbb197803f3b3d0c2,1326
HotpotQA,93,5a8bae135542996e8ac889b6,f922d96e640074329868591b33d18744f202cd392fdb327e3a3ba336a937bfb1,1298
HotpotQA,94,5a7a7e9f5542994f819ef1f4,4e484809c31434420994255acc49a89d82f530ca02a2c47f18a2d74c9389326a,1852
HotpotQA,95,5a865d11554299211dda2b0d,8463044e197fbaf0bc2c5f0f0174885b432231589c7114965b08c41409a0d560,1102
HotpotQA,96,5a84c0885542994c784dda28,bae2f1f9afbbe0a3b72acafaa2ea089ab69aab0cdc612655954df546c40d71ce,1537
HotpotQA,97,5a8789115542994846c1cd9a,7a3d64f1d4ebb9a092f1669b7f5947f0491ca7ea30bb8b66dacebe67174f2257,1582
HotpotQA,98,5a75e814554299109176e5c7,ed4b3428612e0cc1b896c43d005b044dc3794de71a8065885fea3640ac05d1e9,1147
HotpotQA,99,5ac12275554299012d1db6a3,757c8f73a274047ea3427303c96da16b5a075d0207b3c8abb6bb8caea41668cd,1160
2WikiMultiHopQA,0,220661c4085811ebbd5aac1f6bf848b6,33c6704553e8d98917dcd055a925b6402a30000fce4add4f1dd575e9a69c01fc,1015
2WikiMultiHopQA,1,ef25b93d089b11ebbd78ac1f6bf848b6,2cf7bbd1b0c53cf38f4d83f0c78f1891480d3cffb541707b26ea5f0da69a8fc5,834
2WikiMultiHopQA,2,2eb4b1040bb011ebab90acde48001122,537cb50f04f80fa1dade5f822c67b5243df002e411a91520e8cefa147d47f4b4,1220
2WikiMultiHopQA,3,b5822317095211ebbdaeac1f6bf848b6,18217285e0556c796970dc5495993984ecb34f8f09d80658e5ce1cb8dc560eb5,1055
2WikiMultiHopQA,4,f6add71c0bdd11eba7f7acde48001122,6b7b59cbf3f39ab402b412d746632aa657af6bec418b95d82caabb45ae0ddcda,1083
2WikiMultiHopQA,5,812e7fdc0bb011ebab90acde48001122,760e31026f9823944c254ab16cfa917f15a18e2aabdf52bf6f4489c8a5548e17,1285
2WikiMultiHopQA,6,972eef2a0bdc11eba7f7acde48001122,401f462e5e3241e8e4eba62a8927c6c7d95b603044610fe616d40ad52bcea239,784
2WikiMultiHopQA,7,8de50a7a092311ebbdaeac1f6bf848b6,ab5ed07a47dd1a62fb743c9cd0da4e1718cfda2b9e919ae7a15f8d0cabb5d626,309
2WikiMultiHopQA,8,f9fede580bdc11eba7f7acde48001122,6bce3a029da29dcb0dbb1fe81144285139a4012640134c837d4715790ccda598,1244
2WikiMultiHopQA,9,926c37e8085a11ebbd5cac1f6bf848b6,f73cb5e6f069f937d1d41d4140ed99d16a1255362089dbe57e2a2b477a9ff510,993
2WikiMultiHopQA,10,6914c1780bdc11eba7f7acde48001122,7ac9975893fd2c30926850a2f6ac8309190da2601c27c4fa72065804ba1a4cee,1421
2WikiMultiHopQA,11,afbdc89e0bdd11eba7f7acde48001122,54c043ee338da2916f9eb0b31628c4a352f25cb616d51694f40a5a575a595e1d,875
2WikiMultiHopQA,12,e639c91e088a11ebbd6fac1f6bf848b6,330fa95c69bfe4429872988676666f136e5b1a8a9a34582fc86d86615e2f4c5c,824
2WikiMultiHopQA,13,06d42da208bf11ebbd8aac1f6bf848b6,f656243d77f5314196c2b516ce23b616bbea1a96f02d164fd5ad2328550274e8,1270
2WikiMultiHopQA,14,743a5d0c08e811ebbda6ac1f6bf848b6,3ad67d055dd6c55c06092f085b89309f9efd0e2cf99773bc65fd1ecc94e392f8,649
2WikiMultiHopQA,15,c6a69b620bdd11eba7f7acde48001122,6e1a47e489c5d83e965153ac284c499decdd3db58a144f09628f5d358c32156e,2064
2WikiMultiHopQA,16,02f574780baf11ebab90acde48001122,d8fb63501a7fad6050fd0ec97352e41d23ff10e6cde6487bcc71e028a59a9876,1572
2WikiMultiHopQA,17,119454120bb011ebab90acde48001122,b34afa867375a28d5c50b7d6db5d0d095c6f64761ace0c2bccb4d4730ac1efe9,1201
2WikiMultiHopQA,18,6d7c51640bdb11eba7f7acde48001122,b935726ef02f00d5390543ae498d4a1bac7f1f8163923c8fde6ed5ca7018e859,661
2WikiMultiHopQA,19,466512b5088e11ebbd70ac1f6bf848b6,556fde6eec98af1f209f4d2ed5b5bbebf57d1f8930e0b8e5834c61b77aac9d77,947
2WikiMultiHopQA,20,e9495f7508bd11ebbd8aac1f6bf848b6,1b6bbec781ca649e2e2d45c2b81ff27da2b53a2186f639cfb0a88a8e26df9ae8,493
2WikiMultiHopQA,21,18be7d3d08b111ebbd85ac1f6bf848b6,0152e3d2a2ac477f5369effe6a082cffd4f611ea33e46e4eadbf5195c1872197,1393
2WikiMultiHopQA,22,bc61bfd608d311ebbd96ac1f6bf848b6,412d5496410eadfe5eaf437fe9c4dd63e1b18319412e5c836785d7ab270f02e9,1128
2WikiMultiHopQA,23,a0199afe0bdc11eba7f7acde48001122,2c4582dc2726880fc07e87bdee1934071262669d22012c150c629bb156237b40,755
2WikiMultiHopQA,24,09646113087011ebbd62ac1f6bf848b6,13c02a1e67d63e5dede898d64a6cc40594ea6e9c314633689494428d25514cfa,859
2WikiMultiHopQA,25,3319baa408d711ebbd99ac1f6bf848b6,08c5de32109295cb07f9ffed7ccf6e6e9c44c27e3d2889b4d33bcb4757b25046,742
2WikiMultiHopQA,26,4bf3295e09b311ebbdb0ac1f6bf848b6,689c128970541a2ae0f74bcb8e6512cd396027280060157ce5edba80fd5a069e,1461
2WikiMultiHopQA,27,0856e5d4085b11ebbd5cac1f6bf848b6,01949d545e55462b4f5eefd59d1973c76ea7bbcfb4a894bf6954351e5c819140,361
2WikiMultiHopQA,28,2252d6700bdd11eba7f7acde48001122,3caf6c383556478ad37a60917a25e466c9a4cfb38bfb8a516ec9516c4a985741,675
2WikiMultiHopQA,29,2970a097087111ebbd63ac1f6bf848b6,15dd0b8ae2d24cc2b2edd4c110aeb05518c6edd02ef879dd25fc1e7272196019,1098
2WikiMultiHopQA,30,570bf6f40bdc11eba7f7acde48001122,a7cd2249a81f561961b832b3a34bc7cf82497f71caaea1953fb89673a92f0c0f,549
2WikiMultiHopQA,31,0ad93d5a086411ebbd5eac1f6bf848b6,5290bb3f891890022926bd90aee3e627ceefa94b1970165461db5d4656c09aca,552
2WikiMultiHopQA,32,17561ea9086311ebbd5eac1f6bf848b6,69facb0e1b91fa65118820ddae3e8618162f234c57f396104478ebd01dcaa771,638
2WikiMultiHopQA,33,2425931a0bde11eba7f7acde48001122,a6fcc9b1527bb7363cda472f21ad60d9933967da0f55648d619a52853b615227,1385
2WikiMultiHopQA,34,6dbe8b4108b811ebbd88ac1f6bf848b6,31922992abb265beceb9c4817d3a3a9c28c91c2ada1c7f4cd0dbf0664abbef6a,1214
2WikiMultiHopQA,35,87e4e1e0088b11ebbd6fac1f6bf848b6,c6a817fa12ffd197109c16a1dda4dcbf323910bcc33878c7d0071c4ac6171c19,727
2WikiMultiHopQA,36,cf9bee240bd911eba7f7acde48001122,c8239f6bcabbfccfe0961cccf48a5ad3921dd2e4d21ea0869ad3de7221b79094,1397
2WikiMultiHopQA,37,b68527e40bdd11eba7f7acde48001122,8c40d2b3957bab1525de68a7a7904a238080891e026ee613ff476580370930dd,1479
2WikiMultiHopQA,38,f06252fc0bdd11eba7f7acde48001122,38351a81ff4b7063d8e579b22dfc7afe27e36604adb5a40ad541fc2da75edd43,1274
2WikiMultiHopQA,39,1460b7ac0bde11eba7f7acde48001122,da1d4a9c21d78f763ef9d0d374a4c0211455ac35d7df4106bd0ea09dda150d12,784
2WikiMultiHopQA,40,880bd3dc0baf11ebab90acde48001122,017bdb268bff922f7fcbeca467edc42a228eace69d3d00fe63a08200fef9ed56,1392
2WikiMultiHopQA,41,7888c2760baf11ebab90acde48001122,837f1a93f56788aa4f858e63034d606423ebbaf8c45d843f1210a42f007801d5,1099
2WikiMultiHopQA,42,c4946a840bdd11eba7f7acde48001122,38143941d96855b03f668eba66bfa3699a015a86725b1ae25b009d9089b36f57,1431
2WikiMultiHopQA,43,ffeee7fa0bae11ebab90acde48001122,e4f20bd24ee3df8baa2ae4b28c3db80ba3d534a545523166e0586c9bc0a2dcd1,1312
2WikiMultiHopQA,44,16c88bba0bdd11eba7f7acde48001122,c12f5d55438fb8c35a8aa6b32e3df0355f3f8dae82bad41cf7b8cf87638a106b,3048
2WikiMultiHopQA,45,da8b3d7708fc11ebbdadac1f6bf848b6,0e7fd14dce744123b4d50261ee664e9e83630b97ba6375c33fe4b24eaac30947,555
2WikiMultiHopQA,46,2ecc6bf40bde11eba7f7acde48001122,0bc9039b5ac09ac142d938dc23cb597ce742112c9f94df07fa0384474cb68513,1330
2WikiMultiHopQA,47,1cf463df08bc11ebbd88ac1f6bf848b6,9c75a6a43831bfe30b6cf1c9243da60dd0f1b89298e2323eecb1acf5596e4011,799
2WikiMultiHopQA,48,6ec345340bde11eba7f7acde48001122,aab3233442cf70dc0ced08843647248b786758e6e5931b4081906ee5af62d2aa,1634
2WikiMultiHopQA,49,01e2153c0bdc11eba7f7acde48001122,7d7181ce04be109e720f421cbc6adc98d44f13a7f72cd145553e0c9da37af4ad,1900
2WikiMultiHopQA,50,ad43c9300bdb11eba7f7acde48001122,29a97e2b2148810536bbde27d00bd197595842852cf8ca5122c3a5bea5170193,1440
2WikiMultiHopQA,51,860a5f980bd911eba7f7acde48001122,19a3f41c4a18bb55a87f5f906dbb63f214a5bdeba8d59b5059dce650e24d983f,1651
2WikiMultiHopQA,52,5b1e1f240bdc11eba7f7acde48001122,96cc1dab061f9881f9e1e8f8085641859e0281565fb46ae5029e9fb61025608c,865
2WikiMultiHopQA,53,fd9bef60095711ebbdaeac1f6bf848b6,eaa59fe96f7104d97f8aa5fedce44d3d644873b7fe2b767ca785fdbfe20929aa,906
2WikiMultiHopQA,54,2ba9b53c0bdc11eba7f7acde48001122,896fcc1643a42c3fbdf1363f1f938f6c33fde772717202a9929c67c5ae59a6fe,835
2WikiMultiHopQA,55,578144840bde11eba7f7acde48001122,b939df26e526c7b47b853859590e3e8c14e746adda8ce5a9cdca05d7c3cd7853,722
2WikiMultiHopQA,56,543fea1e086b11ebbd5fac1f6bf848b6,af68457e7a3b1c6a44e1a97a5dce70894faab9244aecd230db9fa3e118f852ef,408
2WikiMultiHopQA,57,593e5cfa08be11ebbd8aac1f6bf848b6,900b71f968557502c45f3d97c7a04e3ad9bab4a9a8c69cb59251f09420aceee4,698
2WikiMultiHopQA,58,b2ed53540bdd11eba7f7acde48001122,7f8bf9c469c7e84f392202f697b4585b5e4091629685e3c438c839d39f0192f1,1336
2WikiMultiHopQA,59,f5bd6a3a093e11ebbdaeac1f6bf848b6,0979af6827d4f5f4fd509170331bf8e2f099345a05f3f2e97a39f2fcaeebeb9e,503
2WikiMultiHopQA,60,e87a31720bdd11eba7f7acde48001122,4edd0ef30da3fdcac6a742cb08fb468bdf67609f9495b4a54b1cb1fe6417cdfb,1351
2WikiMultiHopQA,61,72b57a7a0bdb11eba7f7acde48001122,b9c6abdaa35fa4a03ae7e2607e3d7ef52708874b86459f75cd82bf38de320864,1033
2WikiMultiHopQA,62,83c952c80bdb11eba7f7acde48001122,80101223f8cff17665ef419d37193baf2c160e582c44aba1e67dd8bd38a73f33,730
2WikiMultiHopQA,63,22c4bd6208e511ebbda4ac1f6bf848b6,27ac4a45c8e063c0910aed88699dce3091a9cefa9c78a4ea6be35b7e0d7dcfb1,488
2WikiMultiHopQA,64,653ca2e20bdb11eba7f7acde48001122,2e4aadbeedf7870254ad4ef246816012fa78793b40acf229efa43ae266f3e20b,549
2WikiMultiHopQA,65,c5b6894808bc11ebbd89ac1f6bf848b6,5cf0ed38acbc870a9915fccd454b8affdb9d2691936e7a41090b7e467f38139c,652
2WikiMultiHopQA,66,3e027859098f11ebbdb0ac1f6bf848b6,3f8f9a81e4361ed28e3b75f19884b321b8594f91cb3978e3cdbe322535468bbd,735
2WikiMultiHopQA,67,b6f9dfce086f11ebbd62ac1f6bf848b6,8428327bde742fd0d095e5d96fa826d1b26af065fb27fa51e9bcbf670d80ad71,623
2WikiMultiHopQA,68,334ca1440bde11eba7f7acde48001122,8c1bc09c4d82e91a3b8c5178f2414a6d6cb6649d88eaa3488eb8efc88984c3ad,1286
2WikiMultiHopQA,69,9da14ff1086311ebbd5eac1f6bf848b6,1345541a21a2fb75d3c897b7fe65238aad44d2717943918bf79745e4bb2778cc,914
2WikiMultiHopQA,70,dd97cc92088111ebbd6dac1f6bf848b6,2229417d309a3eadb41fbeaa9c49318028dea069337767b07760fd7441a3ac18,393
2WikiMultiHopQA,71,c49f7f3c0bdd11eba7f7acde48001122,c38bdd654a63cc5a709ac8c18d4a01a59e71bc9499bf9a191c130f3334e951ee,1500
2WikiMultiHopQA,72,5977fe10088f11ebbd72ac1f6bf848b6,ef40867543c933539b67766d775897fa74def80c855f49affa34cabf768bbf47,579
2WikiMultiHopQA,73,f4ef90280bdd11eba7f7acde48001122,77632c985db00ffdea8f17f84ce78771d76860d91db6e3e0a4c0296bbccb26c3,1071
2WikiMultiHopQA,74,63033a79087911ebbd67ac1f6bf848b6,cf8a92adc940b95917cfd03d550e9d6204f2f02043a493223d8f4d48d080a48b,743
2WikiMultiHopQA,75,368e1a7c0bde11eba7f7acde48001122,a92221900cc098b5caae9109abb06ff16d03f4af1725e82bd996f195da756f42,1499
2WikiMultiHopQA,76,695689d20baf11ebab90acde48001122,be354c5117dde08e4fc10f17ceaf138005a0037ff41137f19cb413d8e772a26f,2102
2WikiMultiHopQA,77,654d62ba0bb011ebab90acde48001122,96f686c6f456160a360efbbf59bbc6f15d57587138e4246c4454fb707fb03735,1365
2WikiMultiHopQA,78,0c0830a00baf11ebab90acde48001122,7690a3f48001e84fd39312b5b5e65a308e04f373a2308792670c8c426e481e81,966
2WikiMultiHopQA,79,cfa85b2c085611ebbd59ac1f6bf848b6,aa08da0de0aa51b83544a3861513dc65316bfd6fb3020a75e296565e46b4a77a,1288
2WikiMultiHopQA,80,c04d7e5008d311ebbd96ac1f6bf848b6,1a1c3b998798f98b6850dd14b9e7d67331a4d0e66d7fe837756b4a58dd9709a3,916
2WikiMultiHopQA,81,080aff1c0bde11eba7f7acde48001122,7c6e6d9456a3500a8993acbb08c768dbead6371df6e7032cd784ec3df2bfbc42,1763
2WikiMultiHopQA,82,100c512a0bde11eba7f7acde48001122,166e8e781ce03463c97028ad40991d146837f24e78a6f83f2fbabbf034c841e5,782
2WikiMultiHopQA,83,f6f9fbdc0bd911eba7f7acde48001122,6166a7efc9e6c5ff9dd7e6481485d6dfda85c77708d07065c334c6bf249274d1,530
2WikiMultiHopQA,84,0c4804540bb011ebab90acde48001122,5a7263706431d363097e9b8acc7b9491c07571f84c8b3e85a671230aa6004fd7,1011
